code,name,name_ascii,state
ASA,Astoria/Queens/New York,Astoria/Queens/New York,NY
AFC,Atascadero,Atascadero,CA
AT9,Atascocita,Atascocita,TX
ATQ,Atchison,Atchison,KS
AGL,Atglen,Atglen,PA
THN,Athena,Athena,OR
ATA,Athens,Athens,AL
AHN,Athens,Athens,GA
AZH,Athens,Athens,IL
QAH,Athens,Athens,ME
AN4,Athens,Athens,MI
ATB,Athens,Athens,NY
ATO,Athens,Athens,OH
ATN,Athens,Athens,PA
MMI,Athens,Athens,TN
AWX,Athens,Athens,TX
THZ,Athens,Athens,WI
AT6,Athens,Athens,WV
ATC,Atherton,Atherton,CA
ATD,Athol,Athol,ID
AHO,Athol,Athol,MA
AKB,Atka,Atka,AK
ATF,Atkins,Atkins,AR
AIS,Atkins,Atkins,VA
3AI,Atkinson,Atkinson,IL
ZAS,Atkinson,Atkinson,NC
AN3,Atkinson,Atkinson,NE
TKD,Atkinson,Atkinson,NH
A2N,Atlanta,Atlanta,CA
ATL,Atlanta,Atlanta,GA
AZI,Atlanta,Atlanta,IL
TLN,Atlanta,Atlanta,IN
QJA,Atlanta,Atlanta,MI
QAN,Atlanta,Atlanta,NE
TAT,Atlanta,Atlanta,TX
AIO,Atlantic,Atlantic,IA
AT5,Atlantic,Atlantic,NC
AC6,Atlantic,Atlantic,PA
NIC,Atlantic,Atlantic,VA
QAT,Atlantic Beach,Atlantic Beach,FL
TBH,Atlantic Beach,Atlantic Beach,NC
ZNB,Atlantic Beach,Atlantic Beach,NY
AIY,Atlantic City,Atlantic City,NJ
AHZ,Atlantic Highlands,Atlantic Highlands,NJ
ATP,Atlas Point,Atlas Point,DE
ABW,Atlasburg,Atlasburg,PA
ATT,Atmautluak,Atmautluak,AK
AMK,Atmore,Atmore,AL
AOD,Atoka,Atoka,OK
AK2,Atoka,Atoka,TN
ATK,Atqasuk,Atqasuk,AK
ATR,Atreco,Atreco,TX
AAA,Attalla,Attalla,AL
APS,Attapulgus,Attapulgus,GA
AJZ,Attica,Attica,IL
A2Q,Attica,Attica,IN
IAX,Attica,Attica,KS
AQ7,Attica,Attica,NY
XTC,Attica,Attica,OH
AOM,Attleboro,Attleboro,MA
A6M,Attleboro Falls,Attleboro Falls,MA
ATU,Attu Island,Attu Island,AK
ATZ,Atwater,Atwater,CA
YZY,Atwater,Atwater,MN
ATG,Atwood,Atwood,CA
6AT,Atwood,Atwood,IL
AWD,Atwood,Atwood,KS
XBI,Au Gres,Au Gres,MI
AY8,Aubrey,Aubrey,TX
AUO,Auburn,Auburn,AL
AUN,Auburn,Auburn,CA
XUB,Auburn,Auburn,GA
UUR,Auburn,Auburn,IA
UUN,Auburn,Auburn,IL
AUI,Auburn,Auburn,IN
AU9,Auburn,Auburn,KS
A2U,Auburn,Auburn,KY
ABU,Auburn,Auburn,MA
AUE,Auburn,Auburn,ME
ABM,Auburn,Auburn,MI
QAE,Auburn,Auburn,NE
AB9,Auburn,Auburn,NH
AUB,Auburn,Auburn,NY
5AU,Auburn,Auburn,PA
AUJ,Auburn,Auburn,WA
AUH,Auburn Heights,Auburn Heights,MI
ABH,Auburn Hills,Auburn Hills,MI
AUD,Auburndale,Auburndale,FL
A9U,Auburndale,Auburndale,MA
ZJR,Auburndale,Auburndale,WI
LEW,Auburn-Lewiston Apt,Auburn-Lewiston Apt,ME
A3T,Auburntown,Auburntown,TN
8AC,Auckland,Auckland,CA
AAQ,Audubon,Audubon,PA
TFH,August F. Haw,August F. Haw,CA
AUT,Augusta,Augusta,AR
AGS,Augusta,Augusta,GA
7AU,Augusta,Augusta,IL
T99,Augusta,Augusta,KS
AGU,Augusta,Augusta,KY
AUG,Augusta,Augusta,ME
UUT,Augusta,Augusta,MI
VR9,Augusta,Augusta,MO
AJG,Augusta,Augusta,MT
AU2,Augusta,Augusta,NJ
UDZ,Augusta,Augusta,OH
UUA,Augusta,Augusta,WI
AU7,Augusta,Augusta,WV
VAU,Augusta Springs,Augusta Springs,VA
U9A,Aukum,Aukum,CA
AUY,Aulander,Aulander,NC
AL4,Ault,Ault,CO
UTM,Aultman,Aultman,PA
USV,Aumsville,Aumsville,OR
KAR,Aura,Aura,NJ
AUC,Aurora,Aurora,CO
AUZ,Aurora,Aurora,IL
YAO,Aurora,Aurora,IN
A8U,Aurora,Aurora,ME
QQY,Aurora,Aurora,MN
AUU,Aurora,Aurora,MO
AAN,Aurora,Aurora,NC
AUQ,Aurora,Aurora,NE
AUR,Aurora,Aurora,NY
AUF,Aurora,Aurora,OH
AUX,Aurora,Aurora,OR
UOR,Aurora,Aurora,SD
UOA,Aurora,Aurora,UT
4UR,Aurora,Aurora,WV
AUL,Austell,Austell,GA
AKU,Austin,Austin,AR
NA8,Austin,Austin,AR
ZAW,Austin,Austin,CO
XBJ,Austin,Austin,IN
AUM,Austin,Austin,MN
ASQ,Austin,Austin,NV
AUS,Austin,Austin,TX
ASG,Austinburg,Austinburg,OH
AUV,Austintown,Austintown,OH
JLV,Austinville,Austinville,VA
AGV,Autaugaville,Autaugaville,AL
KYX,Auxier,Auxier,KY
V8X,Auxvasse,Auxvasse,MO
A2V,Ava,Ava,IL
AQB,Ava,Ava,MO
QAV,Ava,Ava,NY
AOU,Avalon,Avalon,CA
AVS,Avalon,Avalon,GA
9AV,Avalon,Avalon,NJ
AVB,Avalon,Avalon,TX
XBK,Avard,Avard,OK
AL9,Avenal,Avenal,CA
AVE,Avenel,Avenel,NJ
AVW,"Avenel/Washington, D.C.","Avenel/Washington, D.C.",MD
AVU,Aventura,Aventura,FL
AV9,Averill Park,Averill Park,NY
A3V,Avery,Avery,CA
AVT,Avery,Avery,TX
AYB,Avery Hill,Avery Hill,IL
AVI,Avery Island,Avery Island,LA
ALQ,Avilla,Avilla,IN
AWJ,Avinger,Avinger,TX
VOC,Avoca,Avoca,IA
A9A,Avoca,Avoca,NE
2AV,Avoca,Avoca,NY
AOC,Avoca,Avoca,PA
AA3,Avoca,Avoca,WI
ANW,Avon,Avon,CO
AVZ,Avon,Avon,CT
VON,Avon,Avon,IL
VAO,Avon,Avon,IN
AVY,Avon,Avon,KY
AVN,Avon,Avon,MA
AVF,Avon,Avon,MN
ZVO,Avon,Avon,NC
AVV,Avon,Avon,NY
AVQ,Avon,Avon,OH
AVC,Avon Lake,Avon Lake,ME
AVK,Avon Lake,Avon Lake,OH
AVO,Avon Park,Avon Park,FL
AVH,Avon-by-the-Sea,Avon-by-the-Sea,NJ
AVG,Avondale,Avondale,AZ
AJW,Avondale,Avondale,CO
AVD,Avondale,Avondale,LA
AFB,Avondale,Avondale,PA
AVM,Avonmore,Avonmore,PA
AWW,Awendaw,Awendaw,SC
AXS,Axis,Axis,AL
AX3,Axson,Axson,GA
AX4,Axtell,Axtell,NE
VXT,Axtell,Axtell,UT
AXO,Axton,Axton,VA
YEN,Ayden,Ayden,NC
AER,Ayer,Ayer,MA
AYR,Ayersville,Ayersville,GA
AYT,Aylett,Aylett,VA
AY2,Aynor,Aynor,SC
ZKK,Azalea Park,Azalea Park,FL
AZL,Azle,Azle,TX
ZZT,Aztec,Aztec,NM
AZU,Azusa,Azusa,CA
2BB,Babbitt,Babbitt,MN
BAK,Babcock,Babcock,WI
BBY,Babylon,Babylon,NY
BF9,Bacliff,Bacliff,TX
BO5,Baconton,Baconton,GA
BQV,Bacova,Bacova,VA
BAA,Bad Axe,Bad Axe,MI
BAE,Baden,Baden,PA
BAN,Badin,Badin,NC
BGT,Bagdad,Bagdad,AZ
BAG,Bagdad,Bagdad,PA
XAG,Bagley,Bagley,IA
GAJ,Bagley,Bagley,MN
B7M,Bahama,Bahama,NC
YB2,Bailey,Bailey,CO
BAI,Bailey,Bailey,MI
BA4,Bailey,Bailey,NC
EYI,Bailey Island,Bailey Island,ME
YBQ,Baileyton,Baileyton,AL
ILY,Baileyville,Baileyville,ME
BGE,Bainbridge,Bainbridge,GA
BCA,Bainbridge,Bainbridge,NY
B8G,Bainbridge,Bainbridge,OH
B9G,Bainbridge,Bainbridge,PA
BII,Bainbridge Island,Bainbridge Island,WA
BJ2,Bairdsville,Bairdsville,NJ
NGH,Baiting Hollow,Baiting Hollow,NY
BA5,Baker,Baker,CA
BKG,Baker,Baker,FL
BKM,Baker,Baker,LA
BK3,Baker,Baker,MT
B2K,Baker,Baker,NV
BKE,Baker,Baker,OR
BK4,Baker City,Baker City,OH
Y9K,Baker City,Baker City,OR
B6H,Baker Hill,Baker Hill,AL
BAR,Baker Island,Baker Island,AK
BFL,Bakersfield,Bakersfield,CA
7BK,Bakersfield,Bakersfield,VT
BKP,Bakerstown,Bakerstown,PA
BE9,Bakersville,Bakersville,NC
KRS,Bakersville,Bakersville,OH
QBZ,Bakewell,Bakewell,TN
FL8,Bal Harbour,Bal Harbour,FL
ZBC,Bala-Cynwyd,Bala-Cynwyd,PA
BAZ,Balboa,Balboa,CA
BPN,Balch Springs,Balch Springs,TX
ZBB,Bald Knob,Bald Knob,AR
BAX,Baldwin,Baldwin,FL
BBJ,Baldwin,Baldwin,GA
ZBN,Baldwin,Baldwin,IL
LDK,Baldwin,Baldwin,LA
AWI,Baldwin,Baldwin,MI
BZQ,Baldwin,Baldwin,ND
BAD,Baldwin,Baldwin,NY
BAQ,Baldwin,Baldwin,SC
ZBW,Baldwin,Baldwin,WI
BZI,Baldwin City,Baldwin City,KS
BWP,Baldwin Park,Baldwin Park,CA
BDV,Baldwinsville,Baldwinsville,NY
AWV,Baldwinville,Baldwinville,MA
BWU,Baldwyn,Baldwyn,MS
BAW,Balfour,Balfour,NC
QAK,Balko,Balko,OK
BA9,Ball,Ball,LA
BBN,Ball Ground,Ball Ground,GA
QLL,Ballard,Ballard,CA
AFY,Ballard/Seattle,Ballard/Seattle,WA
GXD,Ballground,Ballground,MS
B5A,Ballico,Ballico,CA
BLR,Ballinger,Ballinger,TX
BZK,Ballouville,Ballouville,CT
2BY,Ballston Lake,Ballston Lake,NY
BQY,Ballston Spa,Ballston Spa,NY
BLL,Ballwin,Ballwin,MO
BLY,Bally,Bally,PA
XBS,Balmat,Balmat,NY
BA7,Balmorhea,Balmorhea,TX
9BK,Balsam Lake,Balsam Lake,WI
QBM,Baltic,Baltic,CT
QBC,Baltic,Baltic,OH
B7C,Baltic,Baltic,SD
BAL,Baltimore,Baltimore,MD
Z2A,Baltimore,Baltimore,NY
BZB,Baltimore,Baltimore,OH
BWI,Baltimore-Washington Int Apt,Baltimore-Washington Int Apt,MD
BBM,Bamberg,Bamberg,SC
RT2,Bancroft,Bancroft,IA
XRF,Bancroft,Bancroft,ID
FBT,Bancroft,Bancroft,MI
JNF,Bancroft,Bancroft,WI
ZGM,Bandera,Bandera,TX
BDY,Bandon,Bandon,OR
BGR,Bangor,Bangor,ME
BNQ,Bangor,Bangor,MI
QGR,Bangor,Bangor,PA
BG2,Bangor,Bangor,WI
NKS,Banks,Banks,OR
BE2,Banner Elk,Banner Elk,NC
BNG,Banning,Banning,CA
IBI,Bannister,Bannister,MI
BNN,Bannockburn,Bannockburn,IL
YBM,Bantam,Bantam,CT
BHB,Bar Harbor,Bar Harbor,ME
RNI,Bar Nunn,Bar Nunn,WY
XBQ,Baraboo,Baraboo,WI
RGA,Baraga,Baraga,MI
BNF,Baranof,Baranof,AK
NAX,Barbers Point (Oahu),Barbers Point (Oahu),HI
BAT,Barberton,Barberton,OH
BBT,Barbours Cut,Barbours Cut,TX
RUX,Barboursville,Barboursville,VA
BAB,Barboursville,Barboursville,WV
BBZ,Barbourville,Barbourville,KY
BFK,Barclay,Barclay,MD
XCV,Bardstown,Bardstown,KY
B6R,Bargersville,Bargersville,IN
BK9,Barker,Barker,NY
B9K,Barker,Barker,TX
VQL,Barkeyville,Barkeyville,PA
BH5,Barkhamsted,Barkhamsted,CT
ZA2,Barling,Barling,AR
KB5,Barlow,Barlow,KY
BAO,Barlow,Barlow,OH
VM9,Barnard,Barnard,VT
VL3,Barnardsville,Barnardsville,NC
BG7,Barnegat,Barnegat,NJ
B6N,Barnes,Barnes,WI
BAV,Barnesville,Barnesville,GA
B7N,Barnesville,Barnesville,MN
BZC,Barnesville,Barnesville,OH
BV3,Barnesville,Barnesville,PA
BJR,Barnet,Barnet,VT
VDX,Barneveld,Barneveld,WI
BHT,Barnhart,Barnhart,MO
UVB,Barnsdall,Barnsdall,OK
BB6,Barnstable,Barnstable,MA
BA8,Barnstead,Barnstead,NH
B3R,Barnum,Barnum,MN
BNL,Barnwell,Barnwell,SC
Z9B,Baroda,Baroda,MI
9BA,Barrackville,Barrackville,WV
BJE,Barre,Barre,MA
VBR,Barre,Barre,VT
BJA,Barree,Barree,PA
MPV,Barre-Montpelier Apt,Barre-Montpelier Apt,VT
BRQ,Barrington,Barrington,IL
QRG,Barrington,Barrington,NH
BRN,Barrington,Barrington,NJ
BRZ,Barrington,Barrington,RI
YRR,Barron,Barron,WI
BRW,Barrow,Barrow,AK
YRB,Barry,Barry,IL
BZW,Barstow,Barstow,CA
B3S,Barstow,Barstow,TX
BTI,Barter Island,Barter Island,AK
BVO,Bartlesville,Bartlesville,OK
BIJ,Bartlett,Bartlett,IL
BA2,Bartlett,Bartlett,NE
ZLB,Bartlett,Bartlett,NH
BBP,Bartlett,Bartlett,TN
XTX,Bartlett,Bartlett,TX
BSP,Bartlett Springs,Bartlett Springs,CA
BSZ,Bartletts,Bartletts,AK
B34,Bartlettsville,Bartlettsville,IN
JBA,Barto,Barto,PA
AQT,Barton,Barton,AL
OBN,Barton,Barton,AR
9BT,Barton,Barton,OH
8TN,Barton,Barton,VT
PE8,Bartonsville,Bartonsville,PA
BCJ,Bartonville,Bartonville,IL
XB3,Bartonville,Bartonville,TX
BOW,Bartow,Bartow,FL
ABO,Bartow,Bartow,GA
YTJ,Bartow,Bartow,WV
KBW,Barwick,Barwick,GA
ZBS,Basalt,Basalt,CO
B7A,Basalt,Basalt,NV
B4A,Basco,Basco,IL
BSC,Bascom,Bascom,OH
XBR,Basin,Basin,WY
BBS,Basin City,Basin City,WA
QBA,Baskin,Baskin,LA
BSK,Basking Ridge,Basking Ridge,NJ
B6M,Basom,Basom,NY
9HA,Bass Harbor,Bass Harbor,ME
BAC,Bassett,Bassett,CA
BB9,Bassett,Bassett,NE
BSS,Bassett,Bassett,VA
BD4,Bassfield,Bassfield,MS
BCP,Bastian,Bastian,VA
BAS,Bastrop,Bastrop,LA
ZBP,Bastrop,Bastrop,TX
8AS,Basye,Basye,VA
BTA,Batavia,Batavia,IL
BIA,Batavia,Batavia,NY
BUX,Batavia,Batavia,OH
BC9,Batchelor,Batchelor,LA
B3C,Bates City,Bates City,MO
BBG,Batesburg,Batesburg,SC
BTS,Batesville,Batesville,AR
HLB,Batesville,Batesville,IN
BVZ,Batesville,Batesville,MS
8BT,Batesville,Batesville,TX
2BA,Bath,Bath,IL
BTH,Bath,Bath,ME
JAH,Bath,Bath,MI
AFH,Bath,Bath,NC
QBH,Bath,Bath,NH
ATH,Bath,Bath,NY
BQH,Bath,Bath,PA
XBP,Bath,Bath,SC
BTR,Baton Rouge,Baton Rouge,LA
QBN,Batson,Batson,TX
AFV,Battenville,Battenville,NY
BTL,Battle Creek,Battle Creek,MI
BN9,Battle Ground,Battle Ground,IN
BRU,Battle Ground,Battle Ground,WA
BAM,Battle Mountain,Battle Mountain,NV
BBO,Battleboro,Battleboro,NC
TVW,Battletown,Battletown,KY
BDE,Baudette,Baudette,MN
BXT,Bauxite,Bauxite,AR
BYX,Baxley,Baxley,GA
AXQ,Baxter,Baxter,IA
AXT,Baxter,Baxter,MN
BXR,Baxter,Baxter,TN
BSG,Baxter Springs,Baxter Springs,KS
B8Y,Bay Center,Bay Center,WA
BCY,Bay City,Bay City,MI
YIY,Bay City,Bay City,OR
BBC,Bay City,Bay City,TX
YBZ,Bay City,Bay City,WI
MBS,Bay City-Saginaw-Midland Apt,Bay City-Saginaw-Midland Apt,MI
BH9,Bay Harbor Islands,Bay Harbor Islands,FL
982,Bay Head,Bay Head,NJ
BY9,Bay Lake,Bay Lake,FL
BYT,Bay Meadows,Bay Meadows,GA
BME,Bay Minette,Bay Minette,AL
8AY,Bay Pines,Bay Pines,FL
ZA3,Bay Point,Bay Point,CA
BP5,Bay Port,Bay Port,MI
BSL,Bay Saint Louis,Bay Saint Louis,MS
BSH,Bay Shore,Bay Shore,NY
YIN,Bay Springs,Bay Springs,MS
YEW,Bay View,Bay View,WI
B8V,Bay Village,Bay Village,OH
5BD,Bayard,Bayard,IA
BYD,Bayard,Bayard,NE
BYJ,Bayard,Bayard,WV
YFI,Bayfield,Bayfield,CO
BFI,Bayfield,Bayfield,WI
YBP,Bayonet Point,Bayonet Point,FL
BAY,Bayonne,Bayonne,NJ
BYU,Bayou la Batre,Bayou la Batre,AL
VI9,Bayou Vista,Bayou Vista,LA
BPB,Bayport,Bayport,MN
BPZ,Bayport,Bayport,NY
BPX,Bayport,Bayport,TX
8BH,Bayshore,Bayshore,NC
B3Y,Bayside,Bayside,NY
BY6,Bayside,Bayside,TX
UYD,Bayside,Bayside,WI
HPY,Baytown,Baytown,TX
B3A,Bayview,Bayview,CT
BQX,Bayville,Bayville,NJ
YBV,Bayville,Bayville,NY
8BY,Bayway,Bayway,NJ
FZI,Bazine,Bazine,KS
EAC,Beach,Beach,ND
BH7,Beach City,Beach City,OH
7BC,Beach City,Beach City,TX
EHX,Beach Haven,Beach Haven,NJ
B22,Beachwood,Beachwood,MA
JWD,Beachwood,Beachwood,NJ
BEQ,Beachwood,Beachwood,OH
B4E,Beacon,Beacon,IA
BCN,Beacon,Beacon,NY
BEK,Beacon Falls,Beacon Falls,CT
BAH,Beacon Hills,Beacon Hills,NY
ZA4,Beale Air Force Base,Beale Air Force Base,CA
VAA,Bealeton,Bealeton,VA
B4V,Beallsville,Beallsville,MD
9BL,Beals,Beals,ME
IAZ,Beaman,Beaman,IA
BAP,Bean City,Bean City,FL
BST,Bean Station,Bean Station,TN
AGC,Bear,Bear,DE
BCC,Bear Creek,Bear Creek,AK
BCR,Bear Creek,Bear Creek,AL
IBK,Bear Creek,Bear Creek,WI
UHY,Bear River City,Bear River City,UT
VKZ,Bear Valley,Bear Valley,CA
BJD,Bearden,Bearden,AR
BEA,Beardstown,Beardstown,IL
BY4,Beasley,Beasley,TX
BE6,Beatrice,Beatrice,AL
BIE,Beatrice,Beatrice,NE
BTY,Beatty,Beatty,NV
BCQ,Beattystown,Beattystown,NJ
YVK,Beattyville,Beattyville,KY
BFO,Beaufort,Beaufort,NC
BFT,Beaufort,Beaufort,SC
BUO,Beaumont,Beaumont,CA
BPT,Beaumont,Beaumont,TX
WBQ,Beaver,Beaver,AK
BV9,Beaver,Beaver,OH
BVX,Beaver,Beaver,OK
EER,Beaver,Beaver,OR
BEB,Beaver,Beaver,PA
8EQ,Beaver,Beaver,UT
B9Z,Beaver,Beaver,WA
VBZ,Beaver,Beaver,WV
VRC,Beaver City,Beaver City,NE
BC6,Beaver Creek,Beaver Creek,CO
BE7,Beaver Creek,Beaver Creek,OR
QBJ,Beaver Creek,Beaver Creek,OR
B9C,Beaver Crossing,Beaver Crossing,NE
BD3,Beaver Dam,Beaver Dam,KY
BEV,Beaver Dam,Beaver Dam,OH
BVA,Beaver Dam,Beaver Dam,WI
BVF,Beaver Falls,Beaver Falls,NY
BFP,Beaver Falls,Beaver Falls,PA
BVD,Beaver Inlet,Beaver Inlet,AK
BI2,Beaver Island,Beaver Island,MI
VCR,Beavercreek,Beavercreek,OH
BR2,Beaverdam,Beaverdam,VA
BQ2,Beaverton,Beaverton,MI
BVW,Beaverton,Beaverton,OR
VRW,Beavertown,Beavertown,PA
VL8,Beaverville,Beaverville,IL
BEC,Beckemeyer,Beckemeyer,IL
BKO,Becker,Becker,MN
8CK,Becket,Becket,MA
BKW,Beckley,Beckley,WV
BD9,Bedford,Bedford,IA
BFR,Bedford,Bedford,IN
VBD,Bedford,Bedford,KY
BED,Bedford,Bedford,MA
BZF,Bedford,Bedford,MI
DFR,Bedford,Bedford,NH
BJF,Bedford,Bedford,NY
XCA,Bedford,Bedford,OH
XBZ,Bedford,Bedford,PA
BOD,Bedford,Bedford,TX
XBY,Bedford,Bedford,VA
BDH,Bedford Heights,Bedford Heights,OH
BQQ,Bedford Hills,Bedford Hills,NY
BDP,Bedford Park,Bedford Park,IL
BCD,Bedminster,Bedminster,NJ
DFT,Bedminster,Bedminster,PA
VXE,Bee Cave,Bee Cave,TX
YEE,Beebe,Beebe,AR
BBV,Beech Bottom,Beech Bottom,WV
EEH,Beech Creek,Beech Creek,PA
BV7,Beech Glove,Beech Glove,AR
GE3,Beech Grove,Beech Grove,KY
BEE,Beech Island,Beech Island,SC
DBC,Beecher,Beecher,IL
BEF,Beecher Falls,Beecher Falls,VT
QKH,Beekman,Beekman,LA
BS4,Beersheba,Beersheba,TN
FBW,Beetown,Beetown,WI
NIR,Beeville,Beeville,TX
ZGG,Beggs,Beggs,OK
BR3,Beirne,Beirne,AR
BLX,Bel Air,Bel Air,MD
YYX,Bel Ridge,Bel Ridge,MO
BLB,Belair,Belair,CA
BEJ,Belcamp,Belcamp,MD
BT4,Belchertown,Belchertown,MA
BC7,Belcourt,Belcourt,ND
YBD,Belden,Belden,MS
IZP,Belden,Belden,PA
XCC,Belding,Belding,MI
BLN,Belen,Belen,NM
ESK,Belews Creek,Belews Creek,NC
BA3,Belfair,Belfair,WA
BEL,Belfast,Belfast,ME
QBL,Belfast,Belfast,TN
ELF,Belfield,Belfield,ND
QBF,Belford,Belford,NJ
QFR,Belfry,Belfry,KY
BGU,Belgium,Belgium,WI
8DG,Belgrade,Belgrade,ME
OBJ,Belgrade,Belgrade,MN
BGX,Belgrade,Belgrade,MT
BPV,Belhaven,Belhaven,NC
BQC,Bell,Bell,CA
5BF,Bell,Bell,FL
QBB,Bell Buckle,Bell Buckle,TN
BLG,Bell Gardens,Bell Gardens,CA
KBE,Bell Island,Bell Island,AK
EIS,Bella Vista,Bella Vista,AR
9BV,Bella Vista,Bella Vista,CA
ACB,Bellaire,Bellaire,MI
RE9,Bellaire,Bellaire,OH
BRE,Bellaire,Bellaire,TX
B44,Bellbrook,Bellbrook,OH
JBE,Belle,Belle,MO
BLE,Belle,Belle,WV
B3E,Belle Center,Belle Center,OH
9BC,Belle Chase,Belle Chase,LA
BCS,Belle Chasse,Belle Chasse,LA
FUO,Belle Fourche,Belle Fourche,SD
BCF,Belle Glade,Belle Glade,FL
BE8,Belle Harbor,Belle Harbor,NY
BLJ,Belle Mead,Belle Mead,NJ
EEM,Belle Mina,Belle Mina,AL
BLP,Belle Plaine,Belle Plaine,IA
BP4,Belle Plaine,Belle Plaine,MN
BVN,Belle Vernon,Belle Vernon,PA
BGJ,Bellefontaine,Bellefontaine,MS
BFN,Bellefontaine,Bellefontaine,OH
XFD,Bellefontaine Neighbors,Bellefontaine Neighbors,MO
B3F,Bellefonte,Bellefonte,DE
ZBF,Bellefonte,Bellefonte,PA
PSB,Bellefonte-Clearfield Apt,Bellefonte-Clearfield Apt,PA
BM2,Bellemont,Bellemont,AZ
ZUA,Bellerose,Bellerose,NY
EIW,Belleview,Belleview,FL
BLV,Belleville,Belleville,IL
IEQ,Belleville,Belleville,KS
BLZ,Belleville,Belleville,MI
UBU,Belleville,Belleville,NJ
YXL,Belleville,Belleville,NY
BLQ,Belleville,Belleville,PA
BVK,Belleville,Belleville,WI
KVU,Bellevue,Bellevue,IA
6BV,Bellevue,Bellevue,IL
XDE,Bellevue,Bellevue,KY
BEG,Bellevue,Bellevue,NE
XBX,Bellevue,Bellevue,OH
EVU,Bellevue,Bellevue,PA
BVE,Bellevue,Bellevue,WA
BFX,Bellflower,Bellflower,CA
B2F,Bellflower,Bellflower,IL
BJX,Bellingham,Bellingham,MA
BLI,Bellingham,Bellingham,WA
JBL,Bellington,Bellington,WV
BWR,Bellmawr,Bellmawr,NJ
TXL,Bellmead,Bellmead,TX
EZE,Bellmore,Bellmore,NY
BWF,Bellows Falls,Bellows Falls,VT
BPP,Bellport,Bellport,NY
BJS,Bells,Bells,TN
BFV,Bellville,Bellville,OH
BVB,Bellville,Bellville,TX
VUE,Bellvue,Bellvue,CO
FBD,Bellwood,Bellwood,AL
UFA,Bellwood,Bellwood,IL
EWO,Bellwood,Bellwood,PA
BLM,Belmar,Belmar,NJ
BMK,Belmond,Belmond,IA
BVT,Belmont,Belmont,CA
FQJ,Belmont,Belmont,FL
BFM,Belmont,Belmont,KS
JGT,Belmont,Belmont,MA
BMJ,Belmont,Belmont,MI
BMM,Belmont,Belmont,MS
BMQ,Belmont,Belmont,NC
BM8,Belmont,Belmont,NH
6MB,Belmont,Belmont,NY
BMT,Belmont,Belmont,OH
ZBM,Belmont,Belmont,PA
IQT,Belmont,Belmont,TX
XXB,Belmont,Belmont,WI
4BM,Belmont,Belmont,WV
BT7,Beloit,Beloit,IL
VBT,Beloit,Beloit,KS
AFJ,Beloit,Beloit,OH
BOT,Beloit,Beloit,WI
BEP,Belpre,Belpre,OH
BPL,Belton,Belton,KY
BZE,Belton,Belton,MO
YBT,Belton,Belton,SC
XCZ,Belton,Belton,TX
BES,Beltsville,Beltsville,MD
BVU,Beluga,Beluga,AK
VD7,Belvedere,Belvedere,CA
BVJ,Belvidere,Belvidere,IL
VD9,Belvidere,Belvidere,NE
XBU,Belvidere,Belvidere,NJ
VDR,Belvidere,Belvidere,TN
BE3,Belvidere Center,Belvidere Center,VT
B5V,Belvue,Belvue,KS
BEZ,Belzoni,Belzoni,MS
7BM,Bement,Bement,IL
BJI,Bemidji,Bemidji,MN
BS8,Bemis,Bemis,TN
BEN,Bena,Bena,VA
8BE,Benbrook,Benbrook,TX
BZO,Bend,Bend,OR
RDM,Bend-Redmond Apt,Bend-Redmond Apt,OR
NDT,Benedict,Benedict,ND
BNJ,Bengies,Bengies,MD
BNC,Benicia,Benicia,CA
BO6,Bennet,Bennet,NE
EN8,Bennett,Bennett,CO
BTN,Bennettsville,Bennettsville,SC
B96,Bennington,Bennington,NE
GGT,Bennington,Bennington,NH
BGN,Bennington,Bennington,VT
B5R,Bens Run,Bens Run,WV
BNM,Bensalem,Bensalem,PA
BNV,Bensenville,Bensenville,IL
BN6,Benson,Benson,AZ
QES,Benson,Benson,IL
BBB,Benson,Benson,MN
BNZ,Benson,Benson,NC
B77,Benson,Benson,VT
B37,Bent Mountain,Bent Mountain,VA
VYL,Bentleyville,Bentleyville,PA
JJN,Benton,Benton,AL
BXN,Benton,Benton,AR
B4G,Benton,Benton,GA
BTQ,Benton,Benton,IL
NQT,Benton,Benton,KS
ZBO,Benton,Benton,KY
BN3,Benton,Benton,LA
BTZ,Benton,Benton,ME
BM5,Benton,Benton,MS
BT8,Benton,Benton,PA
BQO,Benton,Benton,TN
8EN,Benton,Benton,WI
IJM,Benton City,Benton City,WA
BEH,Benton Harbor,Benton Harbor,MI
BNT,Bentonville,Bentonville,AR
BW3,Benwood,Benwood,WV
BN7,Benzonia,Benzonia,MI
OWW,Beowawe,Beowawe,NV
QCD,Berclair,Berclair,TX
BEU,Berea,Berea,KY
EEA,Berea,Berea,OH
QKF,Beresford,Beresford,SD
2BG,Bergen,Bergen,NJ
RGB,Bergen,Bergen,NY
BRF,Bergenfield,Bergenfield,NJ
B5G,Berger,Berger,MO
BJG,Berger,Berger,TX
BRH,Bergholtz,Bergholtz,NY
BHZ,Bergholz,Bergholz,OH
JBK,Berkeley,Berkeley,CA
BKK,Berkeley,Berkeley,IL
TXR,Berkeley,Berkeley,MO
BQU,Berkeley,Berkeley,RI
BHE,Berkeley Heights,Berkeley Heights,NJ
K2L,Berkeley Lake,Berkeley Lake,GA
BEI,Berkeley Springs,Berkeley Springs,WV
ZKY,Berkley,Berkley,MA
BKL,Berkley,Berkley,MI
